"","ypchtotcor","v13","v29","p6"
"16461",131389,2,NA,6
"16462",131389,2,NA,6
"16463",131389,2,NA,6
"16464",131389,2,NA,6
"16465",131389,2,NA,6
"16466",246922,1,NA,6
"16467",246922,1,NA,6
"16468",246922,1,NA,6
"16469",246922,1,NA,6
"16470",246922,1,NA,6
"16471",246922,1,NA,6
"16472",138094,1,NA,3
"16473",138094,1,NA,3
"16474",138094,1,NA,3
"16475",384400,1,NA,3
"16476",384400,1,NA,3
"16477",384400,1,NA,3
"16478",337720,3,NA,4
"16479",337720,3,NA,4
"16480",337720,3,NA,4
"16481",337720,3,NA,4
"16482",144444,1,NA,3
"16483",144444,1,NA,3
"16484",144444,1,NA,3
"16485",354124,1,NA,1
"16486",195167,1,NA,5
"16487",195167,1,NA,5
"16488",195167,1,NA,5
"16489",195167,1,NA,5
"16490",195167,1,NA,5
"16491",112222,10,NA,3
"16492",112222,10,NA,3
"16493",112222,10,NA,3
"16494",250556,3,NA,3
"16495",250556,3,NA,3
"16496",250556,3,NA,3
"16497",93462,2,NA,4
"16498",93462,2,NA,4
"16499",93462,2,NA,4
"16500",93462,2,NA,4
"16501",170000,2,NA,3
"16502",170000,2,NA,3
"16503",170000,2,NA,3
"16504",208333,1,NA,6
"16505",208333,1,NA,6
"16506",208333,1,NA,6
"16507",208333,1,NA,6
"16508",208333,1,NA,6
"16509",208333,1,NA,6
"16510",159144,1,NA,9
"16511",159144,1,NA,9
"16512",159144,1,NA,9
"16513",159144,1,NA,9
"16514",159144,1,NA,9
"16515",159144,1,NA,9
"16516",159144,1,NA,9
"16517",159144,1,NA,9
"16518",159144,1,NA,9
"16519",310333,3,NA,5
"16520",310333,3,NA,5
"16521",310333,3,NA,5
"16522",310333,3,NA,5
"16523",310333,3,NA,5
"16524",407098,1,NA,2
"16525",407098,1,NA,2
"16526",187500,1,NA,4
"16527",187500,1,NA,4
"16528",187500,1,NA,4
"16529",187500,1,NA,4
"16530",198750,2,NA,4
"16531",198750,2,NA,4
"16532",198750,2,NA,4
"16533",198750,2,NA,4
"16534",6e+05,3,NA,2
"16535",6e+05,3,NA,2
"16536",468845,1,NA,4
"16537",468845,1,NA,4
"16538",468845,1,NA,4
"16539",468845,1,NA,4
"16540",351601,1,NA,2
"16541",351601,1,NA,2
"16542",142624,1,NA,3
"16543",142624,1,NA,3
"16544",142624,1,NA,3
"16545",276601,3,NA,2
"16546",276601,3,NA,2
"16547",575000,2,NA,2
"16548",575000,2,NA,2
"16549",165000,1,NA,2
"16550",165000,1,NA,2
"16551",407250,2,NA,2
"16552",407250,2,NA,2
"16553",202026,3,NA,7
"16554",202026,3,NA,7
"16555",202026,3,NA,7
"16556",202026,3,NA,7
"16557",202026,3,NA,7
"16558",202026,3,NA,7
"16559",202026,3,NA,7
"16560",265146,1,NA,7
"16561",265146,1,NA,7
"16562",265146,1,NA,7
"16563",265146,1,NA,7
"16564",265146,1,NA,7
"16565",265146,1,NA,7
"16566",265146,1,NA,7
"16567",64876,2,NA,5
"16568",64876,2,NA,5
"16569",64876,2,NA,5
"16570",64876,2,NA,5
"16571",64876,2,NA,5
"16572",763333,2,NA,3
"16573",763333,2,NA,3
"16574",763333,2,NA,3
"16575",245879,1,NA,6
"16576",245879,1,NA,6
"16577",245879,1,NA,6
"16578",245879,1,NA,6
"16579",245879,1,NA,6
"16580",245879,1,NA,6
"16581",700379,1,NA,1
"16582",84167,10,3,5
"16583",84167,10,3,5
"16584",245791,3,99,5
"16585",245791,3,99,5
"16586",245791,3,99,5
"16587",200068,1,NA,5
"16588",200068,1,NA,5
"16589",200068,1,NA,5
"16590",200068,1,NA,5
"16591",200068,1,NA,5
"16592",170000,1,NA,5
"16593",170000,1,NA,5
"16594",170000,1,NA,5
"16595",170000,1,NA,5
"16596",170000,1,NA,5
"16597",156500,1,NA,2
"16598",156500,1,NA,2
"16599",162937,3,NA,4
"16600",162937,3,NA,4
"16601",162937,3,NA,4
"16602",162937,3,NA,4
"16603",171578,1,NA,8
"16604",171578,1,NA,8
"16605",171578,1,NA,8
"16606",171578,1,NA,8
"16607",171578,1,NA,8
"16608",171578,1,NA,8
"16609",171578,1,NA,8
"16610",171578,1,NA,8
"16611",91667,1,NA,6
"16612",91667,1,NA,6
"16613",91667,1,NA,6
"16614",91667,1,NA,6
"16615",91667,1,NA,6
"16616",91667,1,NA,6
"16617",79233,2,NA,5
"16618",79233,2,NA,5
"16619",79233,2,NA,5
"16620",79233,2,NA,5
"16621",79233,2,NA,5
"16622",1070000,1,NA,5
"16623",1070000,1,NA,5
"16624",1070000,1,NA,5
"16625",1070000,1,NA,5
"16626",1070000,1,NA,5
"16627",74875,1,NA,4
"16628",74875,1,NA,4
"16629",74875,1,NA,4
"16630",74875,1,NA,4
"16631",150000,2,1,4
"16632",150000,2,1,4
"16633",96676,9,NA,9
"16634",96676,9,NA,9
"16635",96676,9,NA,9
"16636",96676,9,NA,9
"16637",96676,9,NA,9
"16638",96676,9,NA,9
"16639",96676,9,NA,9
"16640",96676,9,NA,9
"16641",96676,9,NA,9
"16642",126033,1,NA,5
"16643",126033,1,NA,5
"16644",126033,1,NA,5
"16645",126033,1,NA,5
"16646",126033,1,NA,5
"16647",207557,9,NA,5
"16648",207557,9,NA,5
"16649",207557,9,NA,5
"16650",207557,9,NA,5
"16651",207557,9,NA,5
"16652",132643,3,NA,6
"16653",132643,3,NA,6
"16654",132643,3,NA,6
"16655",132643,3,NA,6
"16656",132643,3,NA,6
"16657",132643,3,NA,6
"16658",168807,1,NA,3
"16659",168807,1,NA,3
"16660",168807,1,NA,3
"16661",138204,1,NA,2
"16662",138204,1,NA,2
"16663",444584,9,NA,2
"16664",444584,9,NA,2
"16665",240000,1,NA,2
"16666",240000,1,NA,2
"16667",91371,2,NA,4
"16668",91371,2,NA,4
"16669",91371,2,NA,4
"16670",91371,2,NA,4
"16671",207571,1,NA,4
"16672",207571,1,NA,4
"16673",207571,1,NA,4
"16674",207571,1,NA,4
"16675",165089,3,2,9
"16676",165089,3,2,9
"16677",165089,3,2,9
"16678",165089,3,2,9
"16679",405825,1,NA,2
"16680",405825,1,NA,2
"16681",161990,1,NA,2
"16682",161990,1,NA,2
"16683",311042,2,NA,2
"16684",311042,2,NA,2
"16685",149216,1,1,4
"16686",149216,1,1,4
"16687",149216,1,1,4
"16688",128667,2,NA,3
"16689",128667,2,NA,3
"16690",128667,2,NA,3
"16691",88626,1,NA,3
"16692",88626,1,NA,3
"16693",88626,1,NA,3
"16694",433661,1,NA,2
"16695",433661,1,NA,2
"16696",280047,1,NA,5
"16697",280047,1,NA,5
"16698",280047,1,NA,5
"16699",280047,1,NA,5
"16700",280047,1,NA,5
"16701",229167,1,NA,3
"16702",229167,1,NA,3
"16703",229167,1,NA,3
"16704",204290,1,NA,2
"16705",204290,1,NA,2
"16706",295176,1,NA,2
"16707",295176,1,NA,2
"16708",72188,11,NA,6
"16709",72188,11,NA,6
"16710",72188,11,NA,6
"16711",72188,11,NA,6
"16712",72188,11,NA,6
"16713",72188,11,NA,6
"16714",749167,10,NA,1
"16715",84722,1,NA,3
"16716",84722,1,NA,3
"16717",84722,1,NA,3
"16718",125000,1,NA,2
"16719",125000,1,NA,2
"16720",199670,1,NA,4
"16721",199670,1,NA,4
"16722",199670,1,NA,4
"16723",199670,1,NA,4
"16724",598298,1,NA,3
"16725",598298,1,NA,3
"16726",598298,1,NA,3
"16727",184950,1,NA,4
"16728",184950,1,NA,4
"16729",184950,1,NA,4
"16730",184950,1,NA,4
"16731",59219,2,NA,2
"16732",59219,2,NA,2
"16733",262909,1,NA,3
"16734",262909,1,NA,3
"16735",262909,1,NA,3
"16736",277083,1,NA,1
"16737",277926,1,NA,2
"16738",277926,1,NA,2
"16739",566374,3,NA,1
"16740",268889,9,NA,3
"16741",268889,9,NA,3
"16742",268889,9,NA,3
"16743",348229,3,2,9
"16744",348229,3,2,9
"16745",348229,3,2,9
"16746",348229,3,2,9
"16747",207354,1,NA,5
"16748",207354,1,NA,5
"16749",207354,1,NA,5
"16750",207354,1,NA,5
"16751",207354,1,NA,5
"16752",303289,3,2,5
"16753",303289,3,2,5
"16754",303289,3,2,5
"16755",224154,1,NA,3
"16756",224154,1,NA,3
"16757",224154,1,NA,3
"16758",265110,1,NA,4
"16759",265110,1,NA,4
"16760",265110,1,NA,4
"16761",265110,1,NA,4
"16762",166740,1,NA,2
"16763",166740,1,NA,2
"16764",306875,1,NA,4
"16765",306875,1,NA,4
"16766",306875,1,NA,4
"16767",306875,1,NA,4
"16768",268222,1,NA,3
"16769",268222,1,NA,3
"16770",268222,1,NA,3
"16771",167250,10,NA,5
"16772",167250,10,NA,5
"16773",167250,10,NA,5
"16774",167250,10,NA,5
"16775",167250,10,NA,5
"16776",203750,3,NA,4
"16777",203750,3,NA,4
"16778",203750,3,NA,4
"16779",203750,3,NA,4
"16780",358333,1,NA,6
"16781",358333,1,NA,6
"16782",358333,1,NA,6
"16783",358333,1,NA,6
"16784",358333,1,NA,6
"16785",358333,1,NA,6
"16786",1853334,3,NA,1
"16787",263229,1,NA,4
"16788",263229,1,NA,4
"16789",263229,1,NA,4
"16790",263229,1,NA,4
"16791",445379,3,NA,1
"16792",280000,3,NA,1
"16793",272258,3,NA,4
"16794",272258,3,NA,4
"16795",272258,3,NA,4
"16796",272258,3,NA,4
"16797",254190,1,NA,2
"16798",254190,1,NA,2
"16799",403333,2,NA,3
"16800",403333,2,NA,3
"16801",403333,2,NA,3
"16802",188234,1,NA,11
"16803",188234,1,NA,11
"16804",188234,1,NA,11
"16805",188234,1,NA,11
"16806",188234,1,NA,11
"16807",188234,1,NA,11
"16808",188234,1,NA,11
"16809",188234,1,NA,11
"16810",188234,1,NA,11
"16811",188234,1,NA,11
"16812",188234,1,NA,11
"16813",194167,1,NA,3
"16814",194167,1,NA,3
"16815",194167,1,NA,3
"16816",182251,1,3,4
"16817",182251,1,3,4
"16818",182251,1,3,4
"16819",253705,3,NA,3
"16820",253705,3,NA,3
"16821",253705,3,NA,3
"16822",239644,1,NA,4
"16823",239644,1,NA,4
"16824",239644,1,NA,4
"16825",239644,1,NA,4
"16826",441209,1,NA,4
"16827",441209,1,NA,4
"16828",441209,1,NA,4
"16829",441209,1,NA,4
"16830",144445,1,NA,6
"16831",144445,1,NA,6
"16832",144445,1,NA,6
"16833",144445,1,NA,6
"16834",144445,1,NA,6
"16835",144445,1,NA,6
"16836",163300,1,NA,4
"16837",163300,1,NA,4
"16838",163300,1,NA,4
"16839",163300,1,NA,4
"16840",425000,1,NA,1
"16841",200010,1,NA,3
"16842",200010,1,NA,3
"16843",200010,1,NA,3
"16844",336204,1,NA,2
"16845",336204,1,NA,2
"16846",579922,1,NA,4
"16847",579922,1,NA,4
"16848",579922,1,NA,4
"16849",579922,1,NA,4
"16850",334053,1,NA,7
"16851",334053,1,NA,7
"16852",334053,1,NA,7
"16853",334053,1,NA,7
"16854",334053,1,NA,7
"16855",334053,1,NA,7
"16856",334053,1,NA,7
"16857",225000,1,NA,2
"16858",225000,1,NA,2
"16859",150468,2,NA,3
"16860",150468,2,NA,3
"16861",150468,2,NA,3
"16862",278435,1,NA,3
"16863",278435,1,NA,3
"16864",278435,1,NA,3
"16865",176875,2,1,10
"16866",176875,2,1,10
"16867",176875,2,1,10
"16868",176875,2,1,10
"16869",80674,1,NA,2
"16870",80674,1,NA,2
"16871",346767,1,1,4
"16872",346767,1,1,4
"16873",355699,1,NA,2
"16874",355699,1,NA,2
"16875",316987,1,NA,5
"16876",316987,1,NA,5
"16877",316987,1,NA,5
"16878",316987,1,NA,5
"16879",316987,1,NA,5
"16880",162518,3,NA,5
"16881",162518,3,NA,5
"16882",162518,3,NA,5
"16883",162518,3,NA,5
"16884",162518,3,NA,5
"16885",440000,1,NA,1
"16886",223917,1,NA,4
"16887",223917,1,NA,4
"16888",223917,1,NA,4
"16889",223917,1,NA,4
"16890",93491,1,NA,6
"16891",93491,1,NA,6
"16892",93491,1,NA,6
"16893",93491,1,NA,6
"16894",93491,1,NA,6
"16895",93491,1,NA,6
"16896",167917,1,NA,2
"16897",167917,1,NA,2
"16898",192788,1,NA,4
"16899",192788,1,NA,4
"16900",192788,1,NA,4
"16901",192788,1,NA,4
"16902",163354,1,NA,6
"16903",163354,1,NA,6
"16904",163354,1,NA,6
"16905",163354,1,NA,6
"16906",163354,1,NA,6
"16907",163354,1,NA,6
"16908",171293,1,NA,7
"16909",171293,1,NA,7
"16910",171293,1,NA,7
"16911",171293,1,NA,7
"16912",171293,1,NA,7
"16913",171293,1,NA,7
"16914",171293,1,NA,7
"16915",140833,1,NA,5
"16916",140833,1,NA,5
"16917",140833,1,NA,5
"16918",140833,1,NA,5
"16919",140833,1,NA,5
"16920",90000,2,NA,6
"16921",90000,2,NA,6
"16922",90000,2,NA,6
"16923",90000,2,NA,6
"16924",90000,2,NA,6
"16925",90000,2,NA,6
"16926",430692,1,NA,1
"16927",747400,2,NA,5
"16928",747400,2,NA,5
"16929",747400,2,NA,5
"16930",747400,2,NA,5
"16931",747400,2,NA,5
"16932",266290,1,NA,2
"16933",266290,1,NA,2
"16934",302845,1,2,5
"16935",302845,1,2,5
"16936",302845,1,2,5
"16937",60566,2,99,5
"16938",60566,2,99,5
"16939",142222,1,NA,3
"16940",142222,1,NA,3
"16941",142222,1,NA,3
"16942",219202,1,NA,2
"16943",219202,1,NA,2
"16944",262875,1,NA,2
"16945",262875,1,NA,2
"16946",235090,2,NA,3
"16947",235090,2,NA,3
"16948",235090,2,NA,3
"16949",420000,1,NA,2
"16950",420000,1,NA,2
"16951",84667,2,NA,5
"16952",84667,2,NA,5
"16953",84667,2,NA,5
"16954",84667,2,NA,5
"16955",84667,2,NA,5
"16956",4167,11,NA,1
"16957",320976,1,NA,2
"16958",320976,1,NA,2
"16959",526667,2,NA,2
"16960",526667,2,NA,2
"16961",883334,2,NA,2
"16962",883334,2,NA,2
"16963",250000,1,NA,6
"16964",250000,1,NA,6
"16965",250000,1,NA,6
"16966",250000,1,NA,6
"16967",250000,1,NA,6
"16968",250000,1,NA,6
"16969",350000,1,NA,3
"16970",350000,1,NA,3
"16971",350000,1,NA,3
"16972",979709,3,NA,2
"16973",979709,3,NA,2
"16974",203289,1,NA,3
"16975",203289,1,NA,3
"16976",203289,1,NA,3
"16977",216604,1,NA,2
"16978",216604,1,NA,2
"16979",244634,2,NA,4
"16980",244634,2,NA,4
"16981",244634,2,NA,4
"16982",244634,2,NA,4
"16983",404299,3,NA,2
"16984",404299,3,NA,2
"16985",132604,2,NA,4
"16986",132604,2,NA,4
"16987",132604,2,NA,4
"16988",132604,2,NA,4
"16989",199755,1,NA,3
"16990",199755,1,NA,3
"16991",199755,1,NA,3
"16992",256604,1,NA,3
"16993",256604,1,NA,3
"16994",256604,1,NA,3
"16995",143908,1,NA,6
"16996",143908,1,NA,6
"16997",143908,1,NA,6
"16998",143908,1,NA,6
"16999",143908,1,NA,6
"17000",143908,1,NA,6
"17001",203209,1,NA,2
"17002",203209,1,NA,2
"17003",333817,10,NA,3
"17004",333817,10,NA,3
"17005",333817,10,NA,3
"17006",66667,1,NA,3
"17007",66667,1,NA,3
"17008",66667,1,NA,3
"17009",326667,2,NA,1
"17010",499167,1,NA,1
"17011",482201,1,1,4
"17012",911500,1,NA,5
"17013",911500,1,NA,5
"17014",911500,1,NA,5
"17015",911500,1,NA,5
"17016",911500,1,NA,5
"17017",246875,1,NA,2
"17018",246875,1,NA,2
"17019",530834,3,NA,2
"17020",530834,3,NA,2
"17021",461111,2,NA,3
"17022",461111,2,NA,3
"17023",461111,2,NA,3
"17024",569167,2,NA,3
"17025",569167,2,NA,3
"17026",569167,2,NA,3
"17027",587778,1,NA,3
"17028",587778,1,NA,3
"17029",587778,1,NA,3
"17030",179500,1,NA,4
"17031",179500,1,NA,4
"17032",179500,1,NA,4
"17033",179500,1,NA,4
"17034",282851,1,1,3
"17035",282851,1,1,3
"17036",343333,10,NA,1
"17037",62500,3,NA,4
"17038",62500,3,NA,4
"17039",62500,3,NA,4
"17040",62500,3,NA,4
"17041",231684,1,NA,2
"17042",231684,1,NA,2
"17043",245351,1,NA,2
"17044",245351,1,NA,2
"17045",175000,1,NA,2
"17046",175000,1,NA,2
"17047",368991,3,NA,2
"17048",368991,3,NA,2
"17049",215709,3,NA,2
"17050",215709,3,NA,2
"17051",338000,1,NA,5
"17052",338000,1,NA,5
"17053",338000,1,NA,5
"17054",338000,1,NA,5
"17055",338000,1,NA,5
"17056",164115,1,NA,3
"17057",164115,1,NA,3
"17058",164115,1,NA,3
"17059",201667,2,NA,3
"17060",201667,2,NA,3
"17061",201667,2,NA,3
"17062",119452,3,NA,3
"17063",119452,3,NA,3
"17064",119452,3,NA,3
"17065",334000,1,NA,2
"17066",334000,1,NA,2
"17067",270305,1,NA,2
"17068",270305,1,NA,2
"17069",523000,1,NA,1
"17070",458580,1,NA,1
"17071",115625,1,NA,5
"17072",115625,1,NA,5
"17073",115625,1,NA,5
"17074",115625,1,NA,5
"17075",115625,1,NA,5
"17076",145144,3,NA,4
"17077",145144,3,NA,4
"17078",145144,3,NA,4
"17079",145144,3,NA,4
"17080",701667,1,NA,2
"17081",701667,1,NA,2
"17082",464579,1,NA,1
"17083",132815,2,NA,3
"17084",132815,2,NA,3
"17085",132815,2,NA,3
"17086",64584,2,NA,2
"17087",64584,2,NA,2
"17088",483333,1,NA,3
"17089",483333,1,NA,3
"17090",483333,1,NA,3
"17091",519173,1,NA,2
"17092",519173,1,NA,2
"17093",238056,2,NA,3
"17094",238056,2,NA,3
"17095",238056,2,NA,3
"17096",589500,1,NA,3
"17097",589500,1,NA,3
"17098",589500,1,NA,3
"17099",276991,1,NA,5
"17100",276991,1,NA,5
"17101",276991,1,NA,5
"17102",276991,1,NA,5
"17103",276991,1,NA,5
"17104",1023333,1,NA,1
"17105",172830,2,NA,3
"17106",172830,2,NA,3
"17107",172830,2,NA,3
"17108",80800,1,NA,4
"17109",80800,1,NA,4
"17110",80800,1,NA,4
"17111",80800,1,NA,4
"17112",425000,2,NA,4
"17113",425000,2,NA,4
"17114",425000,2,NA,4
"17115",425000,2,NA,4
"17116",289167,1,NA,1
"17117",212750,1,NA,5
"17118",212750,1,NA,5
"17119",212750,1,NA,5
"17120",212750,1,NA,5
"17121",212750,1,NA,5
"17122",474167,1,NA,1
"17123",95791,1,NA,7
"17124",95791,1,NA,7
"17125",95791,1,NA,7
"17126",95791,1,NA,7
"17127",95791,1,NA,7
"17128",95791,1,NA,7
"17129",95791,1,NA,7
"17130",103313,2,NA,4
"17131",103313,2,NA,4
"17132",103313,2,NA,4
"17133",103313,2,NA,4
"17134",286990,1,NA,2
"17135",286990,1,NA,2
"17136",312405,1,NA,4
"17137",312405,1,NA,4
"17138",312405,1,NA,4
"17139",312405,1,NA,4
"17140",241545,1,NA,3
"17141",241545,1,NA,3
"17142",241545,1,NA,3
"17143",222000,1,NA,2
"17144",222000,1,NA,2
"17145",275000,1,3,6
"17146",275000,1,3,6
"17147",275000,1,3,6
"17148",275000,1,3,6
"17149",235000,3,99,6
"17150",235000,3,99,6
"17151",0,2,NA,2
"17152",0,2,NA,2
"17153",496000,1,NA,3
"17154",496000,1,NA,3
"17155",496000,1,NA,3
"17156",405091,1,NA,3
"17157",405091,1,NA,3
"17158",405091,1,NA,3
"17159",301833,2,NA,1
"17160",193298,2,NA,5
"17161",193298,2,NA,5
"17162",193298,2,NA,5
"17163",193298,2,NA,5
"17164",193298,2,NA,5
"17165",174899,1,NA,4
"17166",174899,1,NA,4
"17167",174899,1,NA,4
"17168",174899,1,NA,4
"17169",309028,1,NA,3
"17170",309028,1,NA,3
"17171",309028,1,NA,3
"17172",235556,1,NA,3
"17173",235556,1,NA,3
"17174",235556,1,NA,3
"17175",178056,1,NA,3
"17176",178056,1,NA,3
"17177",178056,1,NA,3
"17178",1250000,1,NA,1
"17179",210000,3,NA,4
"17180",210000,3,NA,4
"17181",210000,3,NA,4
"17182",210000,3,NA,4
"17183",289292,1,NA,4
"17184",289292,1,NA,4
"17185",289292,1,NA,4
"17186",289292,1,NA,4
"17187",201151,3,NA,4
"17188",201151,3,NA,4
"17189",201151,3,NA,4
"17190",201151,3,NA,4
"17191",256550,1,NA,3
"17192",256550,1,NA,3
"17193",256550,1,NA,3
"17194",449954,1,NA,1
"17195",652690,1,NA,2
"17196",652690,1,NA,2
"17197",291152,1,NA,2
"17198",291152,1,NA,2
"17199",466667,1,NA,3
"17200",466667,1,NA,3
"17201",466667,1,NA,3
"17202",450000,1,NA,1
"17203",310000,1,NA,2
"17204",310000,1,NA,2
"17205",160000,10,NA,5
"17206",160000,10,NA,5
"17207",160000,10,NA,5
"17208",160000,10,NA,5
"17209",160000,10,NA,5
"17210",169448,1,NA,5
"17211",169448,1,NA,5
"17212",169448,1,NA,5
"17213",169448,1,NA,5
"17214",169448,1,NA,5
"17215",162720,9,NA,7
"17216",162720,9,NA,7
"17217",162720,9,NA,7
"17218",162720,9,NA,7
"17219",162720,9,NA,7
"17220",162720,9,NA,7
"17221",162720,9,NA,7
"17222",285417,1,NA,2
"17223",285417,1,NA,2
"17224",65892,10,NA,5
"17225",65892,10,NA,5
"17226",65892,10,NA,5
"17227",65892,10,NA,5
"17228",65892,10,NA,5
"17229",350000,1,NA,2
"17230",350000,1,NA,2
"17231",507708,3,NA,4
"17232",507708,3,NA,4
"17233",507708,3,NA,4
"17234",507708,3,NA,4
"17235",273708,2,NA,4
"17236",273708,2,NA,4
"17237",273708,2,NA,4
"17238",273708,2,NA,4
"17239",4e+05,1,NA,2
"17240",4e+05,1,NA,2
"17241",486944,2,NA,3
"17242",486944,2,NA,3
"17243",486944,2,NA,3
"17244",384190,3,NA,2
"17245",384190,3,NA,2
"17246",482914,1,NA,2
"17247",482914,1,NA,2
"17248",0,2,NA,1
"17249",4e+05,1,1,2
"17250",650000,1,NA,1
"17251",198436,2,NA,4
"17252",198436,2,NA,4
"17253",198436,2,NA,4
"17254",198436,2,NA,4
"17255",6e+05,1,NA,5
"17256",6e+05,1,NA,5
"17257",6e+05,1,NA,5
"17258",6e+05,1,NA,5
"17259",6e+05,1,NA,5
"17260",104167,2,1,5
"17261",104167,2,1,5
"17262",2473717,2,NA,3
"17263",2473717,2,NA,3
"17264",2473717,2,NA,3
"17265",437545,1,NA,4
"17266",437545,1,NA,4
"17267",437545,1,NA,4
"17268",437545,1,NA,4
"17269",1471334,1,NA,2
"17270",1471334,1,NA,2
"17271",259082,1,NA,5
"17272",259082,1,NA,5
"17273",259082,1,NA,5
"17274",259082,1,NA,5
"17275",259082,1,NA,5
"17276",301374,3,NA,2
"17277",301374,3,NA,2
"17278",305379,1,NA,2
"17279",305379,1,NA,2
"17280",194429,1,NA,3
"17281",194429,1,NA,3
"17282",194429,1,NA,3
"17283",330000,2,NA,1
"17284",425554,1,NA,2
"17285",425554,1,NA,2
"17286",1056000,1,NA,1
"17287",250209,2,NA,2
"17288",250209,2,NA,2
"17289",501000,1,NA,5
"17290",501000,1,NA,5
"17291",501000,1,NA,5
"17292",501000,1,NA,5
"17293",501000,1,NA,5
"17294",678334,1,NA,2
"17295",678334,1,NA,2
"17296",702666,2,NA,1
"17297",592656,2,NA,2
"17298",592656,2,NA,2
"17299",350000,2,NA,2
"17300",350000,2,NA,2
"17301",199196,2,NA,5
"17302",199196,2,NA,5
"17303",199196,2,NA,5
"17304",199196,2,NA,5
"17305",199196,2,NA,5
"17306",153333,2,1,4
"17307",160532,3,NA,6
"17308",160532,3,NA,6
"17309",160532,3,NA,6
"17310",160532,3,NA,6
"17311",160532,3,NA,6
"17312",160532,3,NA,6
"17313",172831,2,NA,3
"17314",172831,2,NA,3
"17315",172831,2,NA,3
"17316",594961,1,NA,1
"17317",312500,2,NA,4
"17318",312500,2,NA,4
"17319",312500,2,NA,4
"17320",312500,2,NA,4
"17321",167734,2,NA,3
"17322",167734,2,NA,3
"17323",167734,2,NA,3
"17324",212046,1,NA,6
"17325",212046,1,NA,6
"17326",212046,1,NA,6
"17327",212046,1,NA,6
"17328",212046,1,NA,6
"17329",212046,1,NA,6
"17330",197500,3,NA,2
"17331",197500,3,NA,2
"17332",6e+05,1,NA,1
"17333",575000,1,NA,1
"17334",752780,1,NA,1
"17335",9e+05,1,NA,2
"17336",9e+05,1,NA,2
"17337",850019,2,NA,3
"17338",850019,2,NA,3
"17339",850019,2,NA,3
"17340",152187,2,NA,4
"17341",152187,2,NA,4
"17342",152187,2,NA,4
"17343",152187,2,NA,4
"17344",532747,1,NA,1
"17345",516934,1,NA,6
"17346",516934,1,NA,6
"17347",516934,1,NA,6
"17348",516934,1,NA,6
"17349",516934,1,NA,6
"17350",516934,1,NA,6
"17351",1530000,1,NA,1
"17352",437734,1,NA,3
"17353",437734,1,NA,3
"17354",437734,1,NA,3
"17355",607796,3,NA,1
"17356",676250,3,NA,4
"17357",676250,3,NA,4
"17358",676250,3,NA,4
"17359",676250,3,NA,4
"17360",180740,2,NA,3
"17361",180740,2,NA,3
"17362",180740,2,NA,3
"17363",552467,1,NA,6
"17364",552467,1,NA,6
"17365",552467,1,NA,6
"17366",552467,1,NA,6
"17367",552467,1,NA,6
"17368",552467,1,NA,6
"17369",540000,1,NA,3
"17370",540000,1,NA,3
"17371",540000,1,NA,3
"17372",784084,1,NA,2
"17373",784084,1,NA,2
"17374",579045,1,NA,3
"17375",579045,1,NA,3
"17376",579045,1,NA,3
"17377",1212125,2,NA,2
"17378",1212125,2,NA,2
"17379",274686,1,NA,3
"17380",274686,1,NA,3
"17381",274686,1,NA,3
"17382",420000,1,2,3
"17383",420000,1,2,3
"17384",264271,3,NA,4
"17385",264271,3,NA,4
"17386",264271,3,NA,4
"17387",264271,3,NA,4
"17388",726188,1,NA,4
"17389",726188,1,NA,4
"17390",726188,1,NA,4
"17391",726188,1,NA,4
"17392",5e+05,3,NA,3
"17393",5e+05,3,NA,3
"17394",5e+05,3,NA,3
"17395",265771,1,NA,4
"17396",265771,1,NA,4
"17397",265771,1,NA,4
"17398",265771,1,NA,4
"17399",784718,1,NA,3
"17400",784718,1,NA,3
"17401",784718,1,NA,3
"17402",270000,9,NA,5
"17403",270000,9,NA,5
"17404",270000,9,NA,5
"17405",270000,9,NA,5
"17406",270000,9,NA,5
"17407",285417,2,NA,1
"17408",1170833,1,NA,4
"17409",1170833,1,NA,4
"17410",1170833,1,NA,4
"17411",1170833,1,NA,4
"17412",368334,3,NA,2
"17413",368334,3,NA,2
"17414",356916,3,NA,4
"17415",356916,3,NA,4
"17416",356916,3,NA,4
"17417",356916,3,NA,4
"17418",508767,1,NA,2
"17419",508767,1,NA,2
"17420",279786,3,NA,3
"17421",279786,3,NA,3
"17422",279786,3,NA,3
"17423",631374,1,NA,1
"17424",427039,1,NA,3
"17425",427039,1,NA,3
"17426",427039,1,NA,3
"17427",157707,2,NA,5
"17428",157707,2,NA,5
"17429",157707,2,NA,5
"17430",157707,2,NA,5
"17431",157707,2,NA,5
"17432",431601,9,NA,3
"17433",431601,9,NA,3
"17434",431601,9,NA,3
"17435",187381,2,NA,3
"17436",187381,2,NA,3
"17437",187381,2,NA,3
"17438",123351,1,NA,5
"17439",123351,1,NA,5
"17440",123351,1,NA,5
"17441",123351,1,NA,5
"17442",123351,1,NA,5
"17443",452917,2,NA,1
"17444",105139,2,NA,3
"17445",105139,2,NA,3
"17446",105139,2,NA,3
"17447",244234,3,NA,3
"17448",244234,3,NA,3
"17449",244234,3,NA,3
"17450",457354,1,NA,2
"17451",457354,1,NA,2
"17452",420417,1,NA,4
"17453",420417,1,NA,4
"17454",420417,1,NA,4
"17455",420417,1,NA,4
"17456",152148,3,2,6
"17457",152148,3,2,6
"17458",152148,3,2,6
