"","ypchtotcor","v13","v29","p6"
"1139",346245,3,99,6
"1140",88042,1,3,9
"1141",88042,1,3,9
"1142",88042,1,3,9
"1143",88042,1,3,9
"1144",88042,1,3,9
"1145",88042,1,3,9
"1146",88042,1,3,9
"1147",330687,1,2,5
"1148",330687,1,2,5
"1149",278944,3,99,5
"1150",278944,3,99,5
"1151",278944,3,99,5
"1152",423833,1,1,4
"1153",105010,1,1,4
"1154",105010,1,1,4
"1155",105010,1,1,4
"1156",176200,1,1,9
"1157",176200,1,1,9
"1158",258704,3,1,7
"1159",258704,3,1,7
"1160",195115,1,99,7
"1161",195115,1,99,7
"1162",195115,1,99,7
"1163",195115,1,99,7
"1164",195115,1,99,7
"1165",193520,3,2,6
"1166",193520,3,2,6
"1167",193520,3,2,6
"1168",193520,3,2,6
"1169",193520,3,2,6
"1170",499167,1,1,6
"1171",528664,3,1,3
"1172",528664,3,1,3
"1173",885000,1,1,2
"1174",446581,3,2,4
"1175",446581,3,2,4
"1176",446581,3,2,4
"1177",44282,2,1,5
"1178",44282,2,1,5
"1179",642709,1,1,5
"1180",642709,1,1,5
"1181",430000,2,1,3
"1182",392108,1,1,5
"1183",392108,1,1,5
"1184",289861,3,99,5
"1185",289861,3,99,5
"1186",289861,3,99,5
"1187",342000,2,1,6
"1188",342000,2,1,6
"1189",342000,2,1,6
"1190",320000,2,1,5
"1191",261666,9,1,4
"1192",286453,1,99,4
"1193",286453,1,99,4
"1194",286453,1,99,4
"1195",506666,2,1,2
"1196",8e+05,1,1,2
"1197",278241,9,1,10
"1198",278241,9,1,10
"1199",278241,9,1,10
"1200",278241,9,1,10
"1201",159707,2,3,4
"1202",209333,2,99,4
"1203",209333,2,99,4
"1204",209333,2,99,4
"1205",222801,1,2,4
"1206",222801,1,2,4
"1207",222801,1,2,4
"1208",560000,1,1,4
"1209",27437,3,99,4
"1210",27437,3,99,4
"1211",27437,3,99,4
"1212",120354,1,3,8
"1213",120354,1,3,8
"1214",120354,1,3,8
"1215",120354,1,3,8
"1216",120354,1,3,8
"1217",303090,3,1,8
"1218",303090,3,1,8
"1219",303090,3,1,8
"1220",3e+05,1,1,9
"1221",3e+05,1,1,9
"1222",121667,3,99,9
"1223",121667,3,99,9
"1224",45834,2,3,6
"1225",45834,2,3,6
"1226",164678,1,4,6
"1227",164678,1,4,6
"1228",164678,1,4,6
"1229",164678,1,4,6
"1230",338389,3,3,6
"1231",338389,3,3,6
"1232",338389,3,3,6
"1233",338389,3,3,6
"1234",587779,3,1,3
"1235",587779,3,1,3
"1236",129834,1,1,4
"1237",129834,1,1,4
"1238",158667,3,3,6
"1239",158667,3,3,6
"1240",158667,3,3,6
"1241",775000,3,2,4
"1242",775000,3,2,4
"1243",775000,3,2,4
"1244",184147,3,2,3
"1245",184147,3,2,3
"1246",416753,9,1,3
"1247",445000,3,2,2
"1248",150000,2,1,12
"1249",1159473,1,1,4
"1250",1159473,1,1,4
"1251",1291667,1,1,4
"1252",326667,1,2,5
"1253",326667,1,2,5
"1254",326667,1,2,5
"1255",217623,3,1,4
"1256",217623,3,1,4
"1257",217623,3,1,4
"1258",143083,3,3,6
"1259",143083,3,3,6
"1260",143083,3,3,6
"1261",143083,3,3,6
"1262",143083,3,3,6
"1263",1096501,1,4,4
"1264",1096501,1,4,4
"1265",770523,9,1,3
"1266",770523,9,1,3
"1267",335000,1,1,4
"1268",335000,1,1,4
"1269",178334,1,1,4
"1270",178334,1,1,4
"1271",215470,9,2,8
"1272",215470,9,2,8
"1273",215470,9,2,8
"1274",215470,9,2,8
"1275",215470,9,2,8
"1276",262500,1,1,9
"1277",262500,1,1,9
"1278",262500,1,1,9
"1279",261282,1,2,6
"1280",261282,1,2,6
"1281",261282,1,2,6
"1282",176111,1,99,6
"1283",176111,1,99,6
"1284",176111,1,99,6
"1285",365676,1,5,6
"1286",365676,1,5,6
"1287",365676,1,5,6
"1288",522292,1,2,4
"1289",522292,1,2,4
"1290",165030,3,1,5
"1291",165030,3,1,5
"1292",677151,1,99,5
"1293",677151,1,99,5
"1294",677151,1,99,5
"1295",343556,9,1,4
"1296",343556,9,1,4
"1297",343556,9,1,4
"1298",356167,1,2,4
"1299",356167,1,2,4
"1300",196302,3,99,4
"1301",196302,3,99,4
"1302",133138,1,1,3
"1303",133138,1,1,3
"1304",409379,1,3,3
"1305",290139,3,1,7
"1306",290139,3,1,7
"1307",290139,3,1,7
"1308",227292,9,2,4
"1309",227292,9,2,4
"1310",383333,2,2,2
"1311",102174,2,2,9
"1312",102174,2,2,9
"1313",102174,2,2,9
"1314",102174,2,2,9
"1315",140934,1,1,5
"1316",140934,1,1,5
"1317",250000,2,1,5
"1318",750000,1,1,4
"1319",1233333,2,1,3
"1320",233921,1,4,11
"1321",233921,1,4,11
"1322",233921,1,4,11
"1323",233921,1,4,11
"1324",233921,1,4,11
"1325",233921,1,4,11
"1326",233921,1,4,11
"1327",525417,3,2,2
"1328",770000,1,1,4
"1329",770000,1,1,4
"1330",673750,3,99,4
"1331",673750,3,99,4
"1332",350000,1,3,3
"1333",375000,3,99,3
"1334",375000,3,99,3
"1335",307501,3,1,5
"1336",307501,3,1,5
"1337",169510,3,2,6
"1338",169510,3,2,6
"1339",169510,3,2,6
"1340",169510,3,2,6
"1341",450000,1,1,4
"1342",450000,1,1,4
"1343",339833,2,2,2
"1344",863333,2,3,2
"1345",528334,3,1,4
"1346",250000,2,1,6
"1347",250000,2,1,6
"1348",107227,2,99,6
"1349",107227,2,99,6
"1350",107227,2,99,6
"1351",107227,2,99,6
"1352",564584,1,2,5
"1353",564584,1,2,5
"1354",299388,10,2,4
"1355",299388,10,2,4
"1356",299388,10,2,4
"1357",1730000,1,1,2
"1358",427046,1,1,2
"1359",660000,3,1,9
"1360",964000,2,3,4
"1361",964000,2,3,4
"1362",13980,2,4,9
"1363",13980,2,4,9
"1364",13980,2,4,9
"1365",13980,2,4,9
"1366",13980,2,4,9
"1367",297866,9,1,3
"1368",297866,9,1,3
"1369",342379,1,1,3
"1370",276124,1,1,2
"1371",410000,3,3,2
"1372",329509,1,2,5
"1373",329509,1,2,5
"1374",420000,3,3,5
"1375",420000,3,3,5
"1376",420000,3,3,5
"1377",516251,1,3,6
"1378",516251,1,3,6
"1379",516251,1,3,6
"1380",516251,1,3,6
"1381",496000,3,99,6
"1382",496000,3,99,6
"1383",184167,1,2,6
"1384",184167,1,2,6
"1385",3e+05,2,1,2
"1386",250000,2,2,2
"1387",210000,2,1,2
"1388",694167,2,1,2
"1389",817500,1,1,3
"1390",7395833,1,6,7
"1391",7395833,1,6,7
"1392",7395833,1,6,7
"1393",7395833,1,6,7
"1394",950328,1,3,4
"1395",950328,1,3,4
"1396",392690,1,1,8
"1397",392690,1,1,8
"1398",328000,1,99,8
"1399",328000,1,99,8
"1400",328000,1,99,8
"1401",328000,1,99,8
"1402",303586,3,2,4
"1403",303586,3,2,4
"1404",303586,3,2,4
"1405",225000,1,1,5
"1406",225000,1,1,5
"1407",577046,3,1,3
"1408",405379,2,2,2
"1409",655000,1,1,2
"1410",412207,3,1,5
"1411",215000,2,1,2
"1412",262167,2,1,2
"1413",778333,2,1,2
"1414",1030000,2,1,2
"1415",660000,3,1,5
"1416",206250,1,1,5
"1417",206250,1,1,5
"1418",588480,1,1,2
"1419",194998,9,2,4
"1420",194998,9,2,4
"1421",194998,9,2,4
"1422",202944,1,3,4
"1423",202944,1,3,4
"1424",202944,1,3,4
"1425",2e+05,2,1,5
"1426",130000,2,1,3
"1427",248632,1,1,6
"1428",248632,1,1,6
"1429",248632,1,1,6
"1430",426869,2,2,3
"1431",426869,2,2,3
"1432",274202,1,1,8
"1433",274202,1,1,8
"1434",176381,1,3,7
"1435",176381,1,3,7
"1436",176381,1,3,7
"1437",176381,1,3,7
"1438",316667,1,99,7
"1439",316667,1,99,7
"1440",316667,1,99,7
"1441",200278,1,2,4
"1442",200278,1,2,4
"1443",200278,1,2,4
"1444",305416,1,2,4
"1445",127917,2,1,3
"1446",411231,3,2,5
"1447",411231,3,2,5
"1448",199219,2,2,5
"1449",199219,2,2,5
"1450",128310,1,4,8
"1451",128310,1,4,8
"1452",128310,1,4,8
"1453",128310,1,4,8
"1454",128310,1,4,8
"1455",160000,2,1,2
"1456",405060,1,2,4
"1457",405060,1,2,4
"1458",405060,1,2,4
"1459",42594,1,4,8
"1460",42594,1,4,8
"1461",42594,1,4,8
"1462",42594,1,4,8
"1463",42594,1,4,8
"1464",42594,1,4,8
"1465",42594,1,4,8
"1466",537531,1,1,3
"1467",537531,1,1,3
"1468",322742,1,3,4
"1469",322742,1,3,4
"1470",641050,3,99,4
"1471",641050,3,99,4
"1472",364167,1,2,4
"1473",364167,1,2,4
"1474",240417,3,1,4
"1475",240417,3,1,4
"1476",620000,3,1,5
"1477",229469,1,2,6
"1478",229469,1,2,6
"1479",229469,1,2,6
"1480",210000,1,1,4
"1481",210000,1,1,4
"1482",162059,9,1,7
"1483",162059,9,1,7
"1484",162059,9,1,7
"1485",328001,1,1,3
"1486",324167,9,99,3
"1487",324167,9,99,3
"1488",539584,1,5,6
"1489",539584,1,5,6
"1490",1e+05,3,99,6
"1491",1e+05,3,99,6
"1492",374167,1,1,2
"1493",188388,1,1,5
"1494",188388,1,1,5
"1495",284044,1,3,5
"1496",284044,1,3,5
"1497",284044,1,3,5
"1498",1716667,1,1,4
"1499",1153417,3,1,7
"1500",302750,1,1,4
"1501",302750,1,1,4
"1502",264597,1,1,5
"1503",264597,1,1,5
"1504",207719,3,99,5
"1505",207719,3,99,5
"1506",207719,3,99,5
"1507",185167,3,1,5
"1508",185167,3,1,5
"1509",208521,3,4,7
"1510",208521,3,4,7
"1511",208521,3,4,7
"1512",208521,3,4,7
"1513",92739,3,99,7
"1514",92739,3,99,7
"1515",213636,3,1,5
"1516",213636,3,1,5
"1517",223667,1,3,5
"1518",223667,1,3,5
"1519",223667,1,3,5
"1520",273265,1,2,6
"1521",273265,1,2,6
"1522",273265,1,2,6
"1523",438125,1,2,5
"1524",438125,1,2,5
"1525",117333,2,4,6
"1526",117333,2,4,6
"1527",117333,2,4,6
"1528",404073,9,1,5
"1529",404073,9,1,5
"1530",400490,3,3,5
"1531",400490,3,3,5
"1532",84200,3,2,7
"1533",84200,3,2,7
"1534",84200,3,2,7
"1535",84200,3,2,7
"1536",84200,3,2,7
"1537",445500,3,99,7
"1538",445500,3,99,7
"1539",215473,3,2,7
"1540",215473,3,2,7
"1541",215473,3,2,7
"1542",215473,3,2,7
"1543",325000,3,99,7
"1544",325000,3,99,7
"1545",325000,3,99,7
"1546",165234,9,2,7
"1547",165234,9,2,7
"1548",165234,9,2,7
"1549",280207,1,2,6
"1550",280207,1,2,6
"1551",348092,1,3,5
"1552",348092,1,3,5
"1553",348092,1,3,5
"1554",348092,1,3,5
"1555",504584,3,2,3
"1556",504584,3,2,3
"1557",338578,1,4,6
"1558",338578,1,4,6
"1559",338578,1,4,6
"1560",357354,1,1,7
"1561",357354,1,1,7
"1562",110139,1,1,8
"1563",110139,1,1,8
"1564",110139,1,1,8
"1565",110139,1,1,8
"1566",110139,1,1,8
"1567",110139,1,1,8
"1568",295395,1,3,5
"1569",295395,1,3,5
"1570",173243,3,99,5
"1571",173243,3,99,5
"1572",173243,3,99,5
"1573",1596000,9,1,4
"1574",121387,1,4,9
"1575",121387,1,4,9
"1576",121387,1,4,9
"1577",121387,1,4,9
"1578",121387,1,4,9
"1579",121387,1,4,9
"1580",121387,1,4,9
"1581",298333,2,1,4
"1582",203155,9,3,3
"1583",203155,9,3,3
"1584",250000,1,1,3
"1585",66299,3,3,10
"1586",66299,3,3,10
"1587",66299,3,3,10
"1588",66299,3,3,10
"1589",350354,1,1,4
"1590",597000,1,1,2
"1591",230469,3,3,4
"1592",230469,3,3,4
"1593",230469,3,3,4
"1594",163265,3,3,8
"1595",163265,3,3,8
"1596",163265,3,3,8
"1597",163265,3,3,8
"1598",163265,3,3,8
"1599",222322,1,99,8
"1600",222322,1,99,8
"1601",346852,1,2,6
"1602",346852,1,2,6
"1603",356250,1,99,6
"1604",356250,1,99,6
"1605",282778,1,3,5
"1606",282778,1,3,5
"1607",282778,1,3,5
"1608",207534,2,2,7
"1609",207534,2,2,7
"1610",207534,2,2,7
"1611",413379,1,1,3
"1612",188137,3,2,5
"1613",188137,3,2,5
"1614",188137,3,2,5
"1615",52857,1,1,11
"1616",52857,1,1,11
"1617",52857,1,1,11
"1618",52857,1,1,11
"1619",52857,1,1,11
"1620",52857,1,1,11
"1621",52857,1,1,11
"1622",93177,3,99,11
"1623",93177,3,99,11
"1624",93177,3,99,11
"1625",93177,3,99,11
"1626",331260,1,4,6
"1627",331260,1,4,6
"1628",331260,1,4,6
"1629",257323,1,1,5
"1630",257323,1,1,5
"1631",326089,3,2,8
"1632",326089,3,2,8
"1633",326089,3,2,8
"1634",243368,3,99,8
"1635",243368,3,99,8
"1636",243368,3,99,8
"1637",209677,1,5,8
"1638",209677,1,5,8
"1639",209677,1,5,8
"1640",209677,1,5,8
"1641",209677,1,5,8
"1642",209677,1,5,8
"1643",168568,1,1,3
"1644",168568,1,1,3
"1645",196578,3,2,3
"1646",196578,3,2,3
"1647",5083333,1,3,4
"1648",172971,9,1,5
"1649",172971,9,1,5
"1650",172971,9,1,5
"1651",356639,1,1,3
"1652",356639,1,1,3
"1653",401541,1,2,2
"1654",340000,3,1,2
"1655",258071,1,3,6
"1656",258071,1,3,6
"1657",258071,1,3,6
"1658",138829,2,1,5
"1659",138829,2,1,5
"1660",138829,2,1,5
"1661",164048,3,2,5
"1662",164048,3,2,5
"1663",164048,3,2,5
"1664",32500,2,3,3
"1665",32500,2,3,3
"1666",137322,11,1,5
"1667",137322,11,1,5
"1668",266667,1,99,5
"1669",266667,1,99,5
"1670",266667,1,99,5
"1671",184031,1,2,7
"1672",184031,1,2,7
"1673",184031,1,2,7
"1674",184031,1,2,7
"1675",184031,1,2,7
"1676",951667,1,1,5
"1677",951667,1,1,5
"1678",307084,1,4,3
"1679",307084,1,4,3
"1680",280000,9,1,3
"1681",219610,1,3,7
"1682",219610,1,3,7
"1683",219610,1,3,7
"1684",219610,1,3,7
"1685",275944,3,99,7
"1686",275944,3,99,7
"1687",275944,3,99,7
"1688",523437,1,3,7
"1689",523437,1,3,7
"1690",415000,1,1,4
"1691",415000,1,1,4
"1692",167500,9,1,4
"1693",167500,9,1,4
"1694",241567,1,2,9
"1695",241567,1,2,9
"1696",241567,1,2,9
"1697",313750,3,2,5
"1698",313750,3,2,5
"1699",313750,3,2,5
"1700",313750,3,2,5
"1701",537230,1,99,5
"1702",191101,3,2,6
"1703",191101,3,2,6
"1704",191101,3,2,6
"1705",191101,3,2,6
"1706",161459,10,99,5
"1707",161459,10,99,5
"1708",126146,3,3,5
"1709",126146,3,3,5
"1710",126146,3,3,5
"1711",126146,3,3,5
"1712",410825,1,2,13
"1713",410825,1,2,13
"1714",664000,3,1,2
"1715",260000,3,1,9
"1716",260000,3,1,9
"1717",260000,3,1,9
"1718",231374,1,3,7
"1719",231374,1,3,7
"1720",196496,1,2,5
"1721",196496,1,2,5
"1722",196496,1,2,5
"1723",196496,1,2,5
"1724",721046,1,1,4
"1725",99479,10,2,7
"1726",99479,10,2,7
"1727",99479,10,2,7
"1728",181986,10,3,7
"1729",181986,10,3,7
"1730",181986,10,3,7
"1731",181986,10,3,7
"1732",266885,9,2,5
"1733",266885,9,2,5
"1734",266885,9,2,5
"1735",434167,1,2,4
"1736",434167,1,2,4
"1737",434167,1,2,4
"1738",181897,9,3,7
"1739",181897,9,3,7
"1740",181897,9,3,7
"1741",181897,9,3,7
"1742",206667,2,1,2
"1743",224583,1,3,6
"1744",224583,1,3,6
"1745",224583,1,3,6
"1746",224583,1,3,6
"1747",551875,1,99,6
"1748",551875,1,99,6
"1749",576250,1,1,5
"1750",576250,1,1,5
"1751",354167,2,1,5
"1752",271200,1,1,6
"1753",271200,1,1,6
"1754",282111,3,99,6
"1755",282111,3,99,6
"1756",282111,3,99,6
"1757",426000,9,1,2
"1758",555379,1,1,2
"1759",181850,2,1,3
"1760",181850,2,1,3
"1761",384140,1,2,4
"1762",384140,1,2,4
"1763",147596,1,4,7
"1764",147596,1,4,7
"1765",147596,1,4,7
"1766",147596,1,4,7
"1767",1208333,3,1,3
"1768",390000,3,2,7
"1769",390000,3,2,7
"1770",390000,3,2,7
"1771",390000,3,2,7
"1772",390000,3,2,7
"1773",285625,1,3,7
"1774",285625,1,3,7
"1775",285625,1,3,7
"1776",285625,1,3,7
"1777",163187,1,3,6
"1778",163187,1,3,6
"1779",238268,3,99,6
"1780",238268,3,99,6
"1781",238268,3,99,6
"1782",238268,3,99,6
"1783",343051,1,2,5
"1784",343051,1,2,5
"1785",346792,1,2,3
"1786",346792,1,2,3
"1787",262690,1,4,7
"1788",262690,1,4,7
"1789",530000,1,2,6
"1790",530000,1,2,6
"1791",305000,3,99,6
"1792",305000,3,99,6
"1793",305000,3,99,6
"1794",305000,3,99,6
"1795",226111,1,3,7
"1796",226111,1,3,7
"1797",226111,1,3,7
"1798",226111,1,3,7
"1799",226111,1,3,7
"1800",226111,1,3,7
"1801",619583,1,99,7
"1802",3e+05,3,1,5
"1803",494625,1,99,5
"1804",494625,1,99,5
"1805",494625,1,99,5
"1806",494625,1,99,5
"1807",333334,2,3,3
"1808",333334,2,3,3
"1809",288719,3,1,3
"1810",288719,3,1,3
"1811",287811,1,1,5
"1812",287811,1,1,5
"1813",230000,3,99,5
"1814",230000,3,99,5
"1815",230000,3,99,5
"1816",221706,3,1,2
"1817",230834,2,2,3
"1818",230834,2,2,3
"1819",150000,2,1,5
"1820",520000,2,1,5
"1821",473063,3,1,3
"1822",403334,1,2,10
"1823",403334,1,2,10
"1824",370000,3,1,10
"1825",353687,1,1,3
"1826",353687,1,1,3
"1827",367667,2,1,4
"1828",367667,2,1,4
"1829",317653,2,2,4
"1830",317653,2,2,4
"1831",317653,2,2,4
"1832",715000,3,1,4
"1833",393106,9,2,3
"1834",393106,9,2,3
"1835",341566,2,1,3
"1836",341566,2,1,3
"1837",884583,2,1,10
"1838",216833,1,1,6
"1839",216833,1,1,6
"1840",216833,1,1,6
"1841",167500,1,1,3
"1842",167500,1,1,3
"1843",590000,1,1,4
"1844",217000,2,3,6
"1845",217000,2,3,6
"1846",217000,2,3,6
"1847",385561,2,3,3
"1848",385561,2,3,3
"1849",232818,3,1,3
"1850",232818,3,1,3
"1851",350417,1,2,4
"1852",350417,1,2,4
"1853",227500,2,1,3
"1854",227500,2,1,3
"1855",443333,1,2,3
"1856",443333,1,2,3
"1857",343333,2,1,5
"1858",280000,2,1,5
"1859",255652,1,2,7
"1860",255652,1,2,7
"1861",255652,1,2,7
"1862",247500,3,99,7
"1863",247500,3,99,7
"1864",247500,3,99,7
"1865",247500,3,99,7
"1866",333059,1,0,4
"1867",333059,1,0,4
"1868",265833,1,1,11
"1869",265833,1,1,11
"1870",200115,9,1,5
"1871",200115,9,1,5
"1872",200115,9,1,5
"1873",104450,1,1,6
"1874",104450,1,1,6
"1875",104450,1,1,6
"1876",104450,1,1,6
"1877",202625,1,4,7
"1878",202625,1,4,7
"1879",202625,1,4,7
"1880",202625,1,4,7
"1881",150473,3,1,4
"1882",150473,3,1,4
"1883",613459,1,99,4
"1884",613459,1,99,4
"1885",781667,1,3,5
"1886",781667,1,3,5
"1887",297639,1,2,5
"1888",297639,1,2,5
"1889",224911,3,99,5
"1890",224911,3,99,5
"1891",224911,3,99,5
"1892",236008,2,0,6
"1893",236008,2,0,6
"1894",236008,2,0,6
"1895",215674,1,99,6
"1896",215674,1,99,6
"1897",215674,1,99,6
"1898",333333,9,1,4
"1899",107083,9,1,5
"1900",107083,9,1,5
"1901",107083,9,1,5
"1902",151230,3,2,6
"1903",151230,3,2,6
"1904",151230,3,2,6
"1905",151230,3,2,6
"1906",361374,1,1,7
"1907",224118,3,2,6
"1908",224118,3,2,6
"1909",224118,3,2,6
"1910",107812,1,99,6
"1911",107812,1,99,6
"1912",107812,1,99,6
"1913",559863,1,4,6
"1914",559863,1,4,6
"1915",559863,1,4,6
"1916",194870,1,3,6
"1917",194870,1,3,6
"1918",194870,1,3,6
"1919",309167,1,3,4
"1920",309167,1,3,4
"1921",270669,1,99,4
"1922",270669,1,99,4
"1923",358333,2,1,8
"1924",108334,2,3,5
"1925",108334,2,3,5
"1926",127067,3,2,6
"1927",127067,3,2,6
"1928",127067,3,2,6
"1929",127067,3,2,6
"1930",150068,1,1,6
"1931",150068,1,1,6
"1932",482537,3,2,6
"1933",482537,3,2,6
"1934",720000,1,2,2
"1935",6e+05,1,1,2
"1936",85161,3,2,9
"1937",85161,3,2,9
"1938",85161,3,2,9
"1939",85161,3,2,9
"1940",159666,1,99,9
"1941",159666,1,99,9
"1942",159666,1,99,9
"1943",159666,1,99,9
"1944",159666,1,99,9
"1945",268667,1,1,3
"1946",268667,1,1,3
"1947",9e+05,1,1,3
"1948",128896,2,2,4
"1949",128896,2,2,4
"1950",128896,2,2,4
"1951",359127,1,2,3
"1952",359127,1,2,3
"1953",684167,2,1,2
"1954",758334,1,2,6
"1955",758334,1,2,6
"1956",380000,1,1,4
"1957",380000,1,1,4
"1958",202500,1,3,4
"1959",202500,1,3,4
"1960",811667,2,1,4
"1961",137840,3,1,6
"1962",137840,3,1,6
"1963",137840,3,1,6
"1964",137840,3,1,6
"1965",87262,1,1,8
"1966",87262,1,1,8
"1967",87262,1,1,8
"1968",87262,1,1,8
"1969",87262,1,1,8
"1970",340000,2,2,2
"1971",1841667,3,1,3
"1972",345677,2,3,4
"1973",345677,2,3,4
"1974",345677,2,3,4
"1975",6e+05,2,1,4
"1976",337082,1,2,7
"1977",337082,1,2,7
"1978",337082,1,2,7
"1979",207835,1,2,6
"1980",207835,1,2,6
"1981",207835,1,2,6
"1982",163120,9,1,8
"1983",163120,9,1,8
"1984",163120,9,1,8
"1985",379099,1,2,3
"1986",379099,1,2,3
"1987",360000,1,1,9
"1988",320000,1,2,4
"1989",196430,3,3,5
"1990",196430,3,3,5
"1991",196430,3,3,5
"1992",285168,1,2,5
"1993",285168,1,2,5
"1994",398750,1,2,5
"1995",398750,1,2,5
"1996",398750,1,2,5
"1997",2875000,1,7,6
"1998",2875000,1,7,6
"1999",2875000,1,7,6
"2000",2875000,1,7,6
"2001",980000,3,2,5
"2002",315690,1,2,5
"2003",315690,1,2,5
"2004",411250,1,1,4
"2005",411250,1,1,4
"2006",499750,3,2,3
"2007",224299,1,2,3
"2008",224299,1,2,3
"2009",307850,1,1,6
"2010",307850,1,1,6
"2011",265778,1,1,5
"2012",265778,1,1,5
"2013",265778,1,1,5
"2014",277377,1,99,5
"2015",277377,1,99,5
"2016",504680,1,1,4
"2017",504680,1,1,4
"2018",504680,1,1,4
"2019",156481,3,1,4
"2020",156481,3,1,4
"2021",303822,1,2,4
"2022",303822,1,2,4
"2023",227971,2,1,4
"2024",227971,2,1,4
"2025",252292,3,1,7
"2026",252292,3,1,7
"2027",137613,1,2,7
"2028",137613,1,2,7
"2029",137613,1,2,7
"2030",137613,1,2,7
"2031",137613,1,2,7
"2032",349878,1,2,7
"2033",349878,1,2,7
"2034",349878,1,2,7
"2035",860000,3,3,3
"2036",860000,3,3,3
"2037",341876,1,1,4
"2038",341876,1,1,4
"2039",184818,3,1,4
"2040",184818,3,1,4
"2041",127729,1,2,5
"2042",127729,1,2,5
"2043",127729,1,2,5
"2044",157361,3,99,5
"2045",157361,3,99,5
"2046",203891,1,2,4
"2047",203891,1,2,4
"2048",203891,1,2,4
"2049",375000,1,1,7
"2050",375000,1,1,7
"2051",75000,1,99,7
"2052",75000,1,99,7
"2053",319477,1,1,2
"2054",9e+05,3,4,2
"2055",280680,1,3,4
"2056",262500,2,1,5
"2057",262500,2,1,5
"2058",161743,2,99,5
"2059",161743,2,99,5
"2060",161743,2,99,5
"2061",131480,9,3,10
"2062",131480,9,3,10
"2063",131480,9,3,10
"2064",131480,9,3,10
"2065",131480,9,3,10
"2066",131480,9,3,10
"2067",220833,2,1,2
"2068",278854,1,4,6
"2069",278854,1,4,6
"2070",278854,1,4,6
"2071",278854,1,4,6
"2072",222771,1,3,4
"2073",222771,1,3,4
"2074",148094,1,3,5
"2075",148094,1,3,5
"2076",148094,1,3,5
"2077",326401,3,99,5
"2078",326401,3,99,5
"2079",233333,2,1,8
"2080",233333,2,1,8
"2081",233333,2,1,8
"2082",176400,3,99,8
"2083",176400,3,99,8
"2084",176400,3,99,8
"2085",176400,3,99,8
"2086",176400,3,99,8
"2087",305126,1,2,5
"2088",305126,1,2,5
"2089",305126,1,2,5
"2090",258750,3,1,5
"2091",258750,3,1,5
"2092",350667,1,3,4
"2093",350667,1,3,4
"2094",350667,1,3,4
"2095",449239,1,2,5
"2096",449239,1,2,5
"2097",449239,1,2,5
"2098",371667,2,1,9
"2099",541333,1,1,2
"2100",743333,3,1,2
"2101",433292,1,1,4
"2102",433292,1,1,4
"2103",352778,2,1,6
"2104",352778,2,1,6
"2105",352778,2,1,6
"2106",491720,1,2,4
"2107",491720,1,2,4
"2108",311970,1,1,4
"2109",172996,3,99,4
"2110",172996,3,99,4
"2111",172996,3,99,4
"2112",238187,3,1,5
"2113",238187,3,1,5
"2114",211052,1,99,5
"2115",211052,1,99,5
"2116",211052,1,99,5
"2117",170945,3,2,4
"2118",170945,3,2,4
"2119",448377,1,99,4
"2120",448377,1,99,4
"2121",543874,1,1,2
"2122",669254,1,3,5
"2123",669254,1,3,5
"2124",669254,1,3,5
"2125",669254,1,3,5
"2126",233333,1,2,4
"2127",417000,1,1,4
"2128",114747,2,3,6
"2129",114747,2,3,6
"2130",114747,2,3,6
"2131",114747,2,3,6
"2132",330000,1,2,7
"2133",330000,1,2,7
"2134",330000,1,2,7
"2135",572917,1,2,3
"2136",265417,3,3,5
"2137",265417,3,3,5
"2138",283417,1,1,4
"2139",283417,1,1,4
"2140",190000,3,1,4
"2141",190000,3,1,4
"2142",246073,1,2,7
"2143",246073,1,2,7
"2144",246073,1,2,7
"2145",246073,1,2,7
"2146",217479,1,6,9
"2147",217479,1,6,9
"2148",217479,1,6,9
"2149",217479,1,6,9
"2150",217479,1,6,9
"2151",217479,1,6,9
"2152",890000,1,1,7
"2153",890000,1,1,7
"2154",193000,3,2,3
"2155",193000,3,2,3
"2156",235417,3,1,4
"2157",521272,1,3,2
"2158",6e+05,3,1,2
"2159",93466,3,3,6
"2160",93466,3,3,6
"2161",93466,3,3,6
"2162",93466,3,3,6
"2163",248333,3,99,6
"2164",248333,3,99,6
"2165",116659,3,99,14
"2166",116659,3,99,14
"2167",116659,3,99,14
"2168",116659,3,99,14
"2169",234566,1,1,3
"2170",234566,1,1,3
"2171",882083,3,1,3
"2172",364778,1,2,4
"2173",364778,1,2,4
"2174",364778,1,2,4
"2175",145324,9,1,5
"2176",145324,9,1,5
"2177",145324,9,1,5
"2178",145324,9,1,5
"2179",117083,2,3,5
"2180",304000,1,1,4
"2181",304000,1,1,4
"2182",238377,1,2,4
"2183",238377,1,2,4
"2184",176124,3,1,4
"2185",176124,3,1,4
"2186",285000,1,1,4
"2187",285000,1,1,4
"2188",138333,2,1,5
"2189",138333,2,1,5
"2190",138333,2,1,5
"2191",132446,9,1,7
"2192",132446,9,1,7
"2193",132446,9,1,7
"2194",132446,9,1,7
"2195",383747,1,2,3
"2196",383747,1,2,3
"2197",505000,1,0,3
"2198",205917,3,3,6
"2199",205917,3,3,6
"2200",205917,3,3,6
"2201",205917,3,3,6
"2202",2733333,10,3,5
"2203",2733333,10,3,5
"2204",2733333,10,3,5
"2205",75000,1,2,6
"2206",75000,1,2,6
"2207",95432,2,2,5
"2208",95432,2,2,5
"2209",95432,2,2,5
